province;red;green;blue;x;x
777;239;050;128;Nexoria0777;x
778;111;052;192;Nexoria0778;x
779;239;054;255;Nexoria0779;x
780;111;056;000;Nexoria0780;x
781;239;058;064;Nexoria0781;x
782;111;060;128;Nexoria0782;x
783;239;062;192;Nexoria0783;x
784;112;064;255;Nexoria0784;x
785;240;066;000;Nexoria0785;x
786;112;068;064;Nexoria0786;x
787;240;070;128;Nexoria0787;x
788;112;072;192;Nexoria0788;x
789;240;074;255;Nexoria0789;x
790;112;076;000;Nexoria0790;x
791;241;078;064;Nexoria0791;x
792;113;080;128;Nexoria0792;x
793;241;082;192;Nexoria0793;x
794;113;084;255;Nexoria0794;x
795;241;086;000;Nexoria0795;x
796;113;088;064;Nexoria0796;x
797;241;090;128;Nexoria0797;x
798;215;191;212;Nexoria0798;x
799;242;094;255;Nexoria0799;x
800;114;096;000;Nexoria0800;x
801;242;098;064;Nexoria0801;x
802;114;100;128;Nexoria0802;x
803;242;102;192;Nexoria0803;x
804;114;104;255;Nexoria0804;x
805;243;106;000;Nexoria0805;x
806;115;108;064;Nexoria0806;x
807;243;110;128;Nexoria0807;x
808;115;112;192;Nexoria0808;x
809;243;114;255;Nexoria0809;x
810;115;116;000;Nexoria0810;x
811;243;118;064;Nexoria0811;x
812;116;120;128;Nexoria0812;x
813;244;122;192;Nexoria0813;x
814;116;124;255;Nexoria0814;x
815;244;126;000;Nexoria0815;x
816;116;128;064;Nexoria0816;x
817;244;130;128;Nexoria0817;x
818;116;132;192;Nexoria0818;x
819;245;134;255;Nexoria0819;x
820;117;136;000;Nexoria0820;x
821;245;138;064;Nexoria0821;x
822;117;140;128;Nexoria0822;x
823;245;142;192;Nexoria0823;x
824;117;144;255;Nexoria0824;x
825;245;146;000;Nexoria0825;x
826;118;148;064;Nexoria0826;x
827;246;150;128;Nexoria0827;x
828;118;152;192;Nexoria0828;x
829;246;154;255;Nexoria0829;x
830;118;156;000;Nexoria0830;x
831;246;158;064;Nexoria0831;x
832;118;032;128;Nexoria0832;x
833;247;034;192;Nexoria0833;x
834;119;036;255;Nexoria0834;x
835;128;034;079;Nexoria0835;x
836;000;036;126;Nexoria0836;x
837;128;038;173;Nexoria0837;x
838;000;040;032;Nexoria0838;x
839;128;042;079;Nexoria0839;x
840;000;044;126;Nexoria0840;x
841;129;046;173;Nexoria0841;x
842;001;048;032;Nexoria0842;x
843;129;050;079;Nexoria0843;x
844;001;052;126;Nexoria0844;x
845;129;054;173;Nexoria0845;x
846;001;056;032;Nexoria0846;x
847;129;058;079;Nexoria0847;x
848;002;060;126;Nexoria0848;x
849;130;062;173;Nexoria0849;x
850;002;064;032;Nexoria0850;x
851;130;066;079;Nexoria0851;x
852;002;068;126;Nexoria0852;x
853;130;070;173;Nexoria0853;x
854;002;072;032;Nexoria0854;x
855;131;074;079;Nexoria0855;x
856;003;076;126;Nexoria0856;x
857;131;078;173;Nexoria0857;x
858;003;080;032;Nexoria0858;x
859;131;082;079;Nexoria0859;x
860;003;084;126;Nexoria0860;x
861;131;086;173;Nexoria0861;x
862;004;088;032;Nexoria0862;x
863;132;090;079;Nexoria0863;x
864;004;092;126;Nexoria0864;x
865;132;094;173;Nexoria0865;x
866;004;096;032;Nexoria0866;x
867;132;098;079;Nexoria0867;x
868;004;100;126;Nexoria0868;x
869;133;102;173;Nexoria0869;x
870;005;104;032;Nexoria0870;x
871;133;106;079;Nexoria0871;x
872;005;108;126;Nexoria0872;x
873;133;110;173;Nexoria0873;x
874;005;112;032;Nexoria0874;x
875;133;114;079;Nexoria0875;x
876;006;116;126;Nexoria0876;x
877;134;118;173;Nexoria0877;x
878;006;120;032;Nexoria0878;x
879;134;122;079;Nexoria0879;x
880;006;124;126;Nexoria0880;x
881;134;126;173;Nexoria0881;x
882;006;128;032;Nexoria0882;x
883;135;130;079;Nexoria0883;x
884;007;132;126;Nexoria0884;x
885;135;134;173;Nexoria0885;x
886;007;136;032;Nexoria0886;x
887;135;138;079;Nexoria0887;x
888;007;140;126;Nexoria0888;x
889;135;142;173;Nexoria0889;x
890;008;144;032;Nexoria0890;x
891;136;146;079;Nexoria0891;x
892;008;148;126;Nexoria0892;x
893;136;150;173;Nexoria0893;x
894;008;152;032;Nexoria0894;x
895;136;154;079;Nexoria0895;x
896;008;156;126;Nexoria0896;x
897;137;158;173;Nexoria0897;x
898;009;032;032;Nexoria0898;x
899;137;034;079;Nexoria0899;x
900;009;036;126;Nexoria0900;x
901;137;038;173;Nexoria0901;x
902;009;040;032;Nexoria0902;x
903;137;042;079;Nexoria0903;x
904;010;044;126;Nexoria0904;x
905;138;046;173;Nexoria0905;x
906;010;048;032;Nexoria0906;x
907;138;050;079;Nexoria0907;x
908;010;052;126;Nexoria0908;x
909;138;054;173;Nexoria0909;x
910;010;056;032;Nexoria0910;x
911;139;058;079;Nexoria0911;x
912;011;060;126;Nexoria0912;x
913;139;062;173;Nexoria0913;x
914;011;064;032;Nexoria0914;x
915;139;066;079;Nexoria0915;x
916;011;068;126;Nexoria0916;x
917;139;070;173;Nexoria0917;x
918;012;072;032;Nexoria0918;x
919;140;074;079;Nexoria0919;x
920;012;076;126;Nexoria0920;x
921;140;078;173;Nexoria0921;x
922;012;080;032;Nexoria0922;x
923;140;082;079;Nexoria0923;x
924;012;084;126;Nexoria0924;x
925;141;086;173;Nexoria0925;x
926;013;088;032;Nexoria0926;x
927;141;090;079;Nexoria0927;x
928;013;092;126;Nexoria0928;x
929;141;094;173;Nexoria0929;x
930;013;096;032;Nexoria0930;x
931;141;098;079;Nexoria0931;x
932;014;100;126;Nexoria0932;x
933;142;102;173;Nexoria0933;x
934;014;104;032;Nexoria0934;x
935;142;106;079;Nexoria0935;x
936;014;108;126;Nexoria0936;x
937;142;110;173;Nexoria0937;x
938;014;112;032;Nexoria0938;x
939;143;114;079;Nexoria0939;x
940;015;116;126;Nexoria0940;x
941;143;118;173;Nexoria0941;x
942;015;120;032;Nexoria0942;x
943;143;122;079;Nexoria0943;x
944;015;124;126;Nexoria0944;x
945;143;126;173;Nexoria0945;x
946;016;128;032;Nexoria0946;x
947;144;130;079;Nexoria0947;x
948;016;132;126;Nexoria0948;x
949;144;134;173;Nexoria0949;x
950;016;136;032;Nexoria0950;x
951;144;138;079;Nexoria0951;x
952;016;140;126;Nexoria0952;x
953;145;142;173;Nexoria0953;x
954;017;144;032;Nexoria0954;x
955;145;146;079;Nexoria0955;x
956;017;148;126;Nexoria0956;x
957;145;150;173;Nexoria0957;x
958;017;152;032;Nexoria0958;x
959;145;154;079;Nexoria0959;x
960;018;156;126;Nexoria0960;x
961;146;158;173;Nexoria0961;x
962;018;032;032;Nexoria0962;x
963;146;034;079;Nexoria0963;x
964;018;036;126;Nexoria0964;x
965;146;038;173;Nexoria0965;x
966;018;040;032;Nexoria0966;x
967;147;042;079;Nexoria0967;x
968;019;044;126;Nexoria0968;x
969;147;046;173;Nexoria0969;x
970;019;048;032;Nexoria0970;x
971;147;050;079;Nexoria0971;x
972;019;052;126;Nexoria0972;x
973;147;054;173;Nexoria0973;x
974;020;056;032;Nexoria0974;x
975;148;058;079;Nexoria0975;x
976;020;060;126;Nexoria0976;x
977;148;062;173;Nexoria0977;x
978;020;064;032;Nexoria0978;x
979;148;066;079;Nexoria0979;x
980;020;068;126;Nexoria0980;x
981;149;070;173;Nexoria0981;x
982;021;072;032;Nexoria0982;x
983;149;074;079;Nexoria0983;x
984;021;076;126;Nexoria0984;x
985;149;078;173;Nexoria0985;x
986;021;080;032;Nexoria0986;x
987;149;082;079;Nexoria0987;x
988;022;084;126;Nexoria0988;x
989;150;086;173;Nexoria0989;x
990;022;088;032;Nexoria0990;x
991;150;090;079;Nexoria0991;x
992;022;092;126;Nexoria0992;x
993;150;094;173;Nexoria0993;x
994;022;096;032;Nexoria0994;x
995;151;098;079;Nexoria0995;x
996;023;100;126;Nexoria0996;x
997;151;102;173;Nexoria0997;x
998;023;104;032;Nexoria0998;x
999;151;106;079;Nexoria0999;x
1000;023;108;126;Nexoria1000;x
1001;151;110;173;Nexoria1001;x
1002;024;112;032;Nexoria1002;x
1003;152;114;079;Nexoria1003;x
1004;024;116;126;Nexoria1004;x
1005;152;118;173;Nexoria1005;x
1006;024;120;032;Nexoria1006;x
1007;152;122;079;Nexoria1007;x
1008;024;124;126;Nexoria1008;x
1009;153;126;173;Nexoria1009;x
1010;025;128;032;Nexoria1010;x
1011;153;130;079;Nexoria1011;x
1012;025;132;126;Nexoria1012;x
1013;233;094;000;Nexoria1013;x
1014;025;136;032;Nexoria1014;x
1015;153;138;079;Nexoria1015;x
1016;026;140;126;Nexoria1016;x
1017;154;142;173;Nexoria1017;x
1018;026;144;032;Nexoria1018;x
1019;154;146;079;Nexoria1019;x
1020;026;148;126;Nexoria1020;x
1021;154;150;173;Nexoria1021;x
1022;026;152;032;Nexoria1022;x
1023;155;154;079;Nexoria1023;x
1024;027;156;126;Nexoria1024;x
1025;155;158;173;Nexoria1025;x
1026;027;032;032;Nexoria1026;x
1027;155;034;079;Nexoria1027;x
1028;027;036;126;Nexoria1028;x
1029;155;038;173;Nexoria1029;x
1030;028;040;032;Nexoria1030;x
1031;156;042;079;Nexoria1031;x
1032;028;044;126;Nexoria1032;x
1033;156;046;173;Nexoria1033;x
1034;028;048;032;Nexoria1034;x
1035;156;050;079;Nexoria1035;x
1036;028;052;126;Nexoria1036;x
1037;157;054;173;Nexoria1037;x
1038;029;056;032;Nexoria1038;x
1039;157;058;079;Nexoria1039;x
1040;029;254;126;Nexoria1040;x
1041;157;062;173;Nexoria1041;x
1042;029;064;032;Nexoria1042;x
1043;157;066;079;Nexoria1043;x
1044;030;068;126;Nexoria1044;x
1045;158;070;173;Nexoria1045;x
1046;030;243;032;Nexoria1046;x
1047;158;174;079;Nexoria1047;x
1048;030;076;126;Nexoria1048;x
1049;158;078;173;Nexoria1049;x
1050;030;080;032;Nexoria1050;x
1051;159;082;079;Nexoria1051;x
1052;031;084;126;Nexoria1052;x
1053;159;086;173;Nexoria1053;x
1054;031;088;032;Nexoria1054;x
1055;159;090;079;Nexoria1055;x
1056;031;092;126;Nexoria1056;x
1057;159;094;173;Nexoria1057;x
1058;032;096;032;Nexoria1058;x
1059;160;098;079;Nexoria1059;x
1060;032;100;126;Nexoria1060;x
1061;160;102;173;Nexoria1061;x
1062;032;104;032;Nexoria1062;x
1063;160;106;079;Nexoria1063;x
1064;032;108;126;Nexoria1064;x
1065;161;110;173;Nexoria1065;x
1066;033;112;032;Nexoria1066;x
1067;161;114;079;Nexoria1067;x
1068;033;116;126;Nexoria1068;x
1069;161;118;173;Nexoria1069;x
1070;033;120;032;Nexoria1070;x
1071;161;122;079;Nexoria1071;x
1072;034;124;126;Nexoria1072;x
1073;162;226;173;Nexoria1073;x
1074;034;228;032;Nexoria1074;x
1075;162;130;079;Nexoria1075;x
1076;034;132;126;Nexoria1076;x
1077;162;134;173;Nexoria1077;x
1078;034;136;032;Nexoria1078;x
1079;163;138;079;Nexoria1079;x
1080;035;140;126;Nexoria1080;x
1081;163;142;173;Nexoria1081;x
1082;035;144;032;Nexoria1082;x
1083;163;146;079;Nexoria1083;x
1084;035;148;126;Nexoria1084;x
1085;163;150;173;Nexoria1085;x
1086;036;152;032;Nexoria1086;x
1087;164;154;079;Nexoria1087;x
1088;036;156;126;Nexoria1088;x
1089;164;158;173;Nexoria1089;x
1090;036;232;032;Nexoria1090;x
1091;164;034;079;Nexoria1091;x
1092;036;036;126;Nexoria1092;x
1093;165;038;173;Nexoria1093;x
1094;037;240;032;Nexoria1094;x
1095;165;042;079;Nexoria1095;x
1096;037;044;126;Nexoria1096;x
1097;165;046;173;Nexoria1097;x
1098;037;248;032;Nexoria1098;x
1099;165;050;079;Nexoria1099;x
1100;038;052;126;Nexoria1100;x
1101;166;054;173;Nexoria1101;x
1102;038;247;032;Nexoria1102;x
1103;166;058;079;Nexoria1103;x
1104;038;060;126;Nexoria1104;x
1105;166;062;173;Nexoria1105;x
1106;038;164;032;Nexoria1106;x
1107;167;066;079;Nexoria1107;x
1108;039;068;126;Nexoria1108;x
1109;167;070;173;Nexoria1109;x
1110;039;072;032;Nexoria1110;x
1111;167;074;079;Nexoria1111;x
1112;039;076;126;Nexoria1112;x
1113;167;078;173;Nexoria1113;x
1114;040;080;032;Nexoria1114;x
1115;168;082;079;Nexoria1115;x
1116;040;084;126;Nexoria1116;x
1117;168;086;173;Nexoria1117;x
1118;040;088;032;Nexoria1118;x
1119;168;090;079;Nexoria1119;x
1120;040;092;126;Nexoria1120;x
1121;169;094;173;Nexoria1121;x
1122;041;096;032;Nexoria1122;x
1123;169;098;079;Nexoria1123;x
1124;041;100;126;Nexoria1124;x
1125;169;102;173;Nexoria1125;x
1126;041;104;032;Nexoria1126;x
1127;169;106;079;Nexoria1127;x
1128;042;108;126;Nexoria1128;x
1129;170;110;173;Nexoria1129;x
1130;042;112;032;Nexoria1130;x
1131;170;114;079;Nexoria1131;x
1132;042;116;126;Nexoria1132;x
1133;170;118;173;Nexoria1133;x
1134;042;120;032;Nexoria1134;x
1135;171;122;079;Nexoria1135;x
1136;043;124;126;Nexoria1136;x
1137;171;126;173;Nexoria1137;x
1138;043;128;032;Nexoria1138;x
1139;171;130;079;Nexoria1139;x
1140;043;132;126;Nexoria1140;x
1141;171;134;173;Nexoria1141;x
1142;044;136;032;Nexoria1142;x
1143;172;138;079;Nexoria1143;x
1144;044;140;126;Nexoria1144;x
1145;172;142;173;Nexoria1145;x
1146;044;144;032;Nexoria1146;x
1147;172;146;079;Nexoria1147;x
1148;044;148;126;Nexoria1148;x
1149;173;150;173;Nexoria1149;x
1150;045;152;032;Nexoria1150;x
1151;173;154;079;Nexoria1151;x
1152;045;156;126;Nexoria1152;x
1153;173;158;173;Nexoria1153;x
1154;045;032;032;Nexoria1154;x
1155;173;034;079;Nexoria1155;x
1156;046;036;126;Nexoria1156;x
1157;174;038;173;Nexoria1157;x
1158;046;040;032;Nexoria1158;x
1159;174;042;079;Nexoria1159;x
1160;046;044;126;Nexoria1160;x
1161;174;246;173;Nexoria1161;x
1162;046;048;032;Nexoria1162;x
1163;175;050;079;Nexoria1163;x
1164;047;052;126;Nexoria1164;x
1165;175;054;173;Nexoria1165;x
1166;047;236;032;Nexoria1166;x
1167;175;058;079;Nexoria1167;x
1168;206;217;077;Nexoria1168;x
1169;175;062;173;Nexoria1169;x
1170;048;064;032;Nexoria1170;x
1171;176;066;079;Nexoria1171;x
1172;048;068;126;Nexoria1172;x
1173;176;070;173;Nexoria1173;x
1174;048;172;032;Nexoria1174;x
1175;176;074;079;Nexoria1175;x
1176;048;076;126;Nexoria1176;x
1177;177;078;173;Nexoria1177;x
1178;049;080;032;Nexoria1178;x
1179;177;082;079;Nexoria1179;x
1180;049;084;126;Nexoria1180;x
1181;177;086;173;Nexoria1181;x
1182;049;088;032;Nexoria1182;x
1183;177;090;079;Nexoria1183;x
1184;050;092;126;Nexoria1184;x
1185;178;094;173;Nexoria1185;x
1186;050;096;032;Nexoria1186;x
1187;178;098;079;Nexoria1187;x
1188;050;100;126;Nexoria1188;x
1189;178;202;173;Nexoria1189;x
1190;050;104;032;Nexoria1190;x
1191;179;106;079;Nexoria1191;x
1192;051;108;126;Nexoria1192;x
1193;179;110;173;Nexoria1193;x
1194;051;212;032;Nexoria1194;x
1195;179;114;079;Nexoria1195;x
1196;051;116;126;Nexoria1196;x
1197;179;118;173;Nexoria1197;x
1198;052;120;032;Nexoria1198;x
1199;180;122;079;Nexoria1199;x
1200;052;124;126;Nexoria1200;x
1201;180;126;173;Nexoria1201;x
1202;052;128;032;Nexoria1202;x
1203;180;130;079;Nexoria1203;x
1204;052;132;126;Nexoria1204;x
1205;181;134;173;Nexoria1205;x
1206;053;136;032;Nexoria1206;x
1207;181;138;079;Nexoria1207;x
1208;053;140;126;Nexoria1208;x
1209;181;142;173;Nexoria1209;x
1210;053;144;032;Nexoria1210;x
1211;181;146;079;Nexoria1211;x
1212;054;148;126;Nexoria1212;x
1213;182;150;173;Nexoria1213;x
1214;054;152;032;Nexoria1214;x
1215;182;154;079;Nexoria1215;x
1216;054;156;126;Nexoria1216;x
1217;182;158;173;Nexoria1217;x
1218;054;032;032;Nexoria1218;x
1219;183;034;079;Nexoria1219;x
1220;055;036;126;Nexoria1220;x
1221;183;038;173;Nexoria1221;x
1222;055;040;032;Nexoria1222;x
1223;183;042;079;Nexoria1223;x
1224;055;044;126;Nexoria1224;x
1225;183;246;173;Nexoria1225;x
1226;056;048;032;Nexoria1226;x
1227;184;050;079;Nexoria1227;x
1228;056;252;126;Nexoria1228;x
1229;184;054;173;Nexoria1229;x
1230;056;056;032;Nexoria1230;x
1231;184;058;079;Nexoria1231;x
1232;056;060;126;Nexoria1232;x
1233;185;062;173;Nexoria1233;x
1234;057;164;032;Nexoria1234;x
1235;185;066;079;Nexoria1235;x
1236;057;068;126;Nexoria1236;x
1237;185;070;173;Nexoria1237;x
1238;057;172;032;Nexoria1238;x
1239;185;074;079;Nexoria1239;x
1240;058;076;126;Nexoria1240;x
1241;186;078;173;Nexoria1241;x
1242;058;180;032;Nexoria1242;x
1243;186;082;079;Nexoria1243;x
1244;058;084;126;Nexoria1244;x
1245;186;086;173;Nexoria1245;x
1246;058;188;032;Nexoria1246;x
1247;187;090;079;Nexoria1247;x
1248;059;092;126;Nexoria1248;x
1249;187;094;173;Nexoria1249;x
1250;001;200;200;Nexoria1250;x
1251;002;200;250;Nexoria1251;x
1252;003;220;250;Nexoria1252;x
1253;004;250;250;Nexoria1253;x
1254;005;200;200;Nexoria1254;x
1255;006;200;250;Nexoria1255;x
1256;007;220;250;Nexoria1256;x
1257;008;250;250;Nexoria1257;x
1258;009;200;200;Nexoria1258;x
1259;010;200;250;Nexoria1259;x
1260;011;220;250;Nexoria1260;x
1261;012;250;250;Nexoria1261;x
1262;013;200;200;Nexoria1262;x
1263;014;200;250;Nexoria1263;x
1264;015;220;250;Nexoria1264;x
1265;016;250;250;Nexoria1265;x
1266;017;200;200;Nexoria1266;x
1267;018;200;250;Nexoria1267;x
1268;019;220;250;Nexoria1268;x
1269;020;250;250;Nexoria1269;x
1270;021;200;200;Nexoria1270;x
1271;022;200;250;Nexoria1271;x
1272;023;220;250;Nexoria1272;x
1273;224;123;123;Nexoria1273;x
1274;025;200;200;Nexoria1274;x
1275;026;200;250;Nexoria1275;x
1276;027;220;250;Nexoria1276;x
1277;028;250;250;Nexoria1277;x
1278;029;200;200;Nexoria1278;x
1279;030;200;250;Nexoria1279;x
1280;031;220;250;Nexoria1280;x
1281;032;250;250;Nexoria1281;x
1282;033;200;200;Nexoria1282;x
1283;034;200;250;Nexoria1283;x
1284;035;220;250;Nexoria1284;x
1285;036;250;250;Nexoria1285;x
1286;037;200;200;Nexoria1286;x
1287;038;200;250;Nexoria1287;x
1288;039;220;250;Nexoria1288;x
1289;040;250;250;Nexoria1289;x
1290;041;200;200;Nexoria1290;x
1291;042;200;250;Nexoria1291;x
1292;043;220;250;Nexoria1292;x
1293;044;250;250;Nexoria1293;x
1294;045;200;200;Nexoria1294;x
1295;046;200;250;Nexoria1295;x
1296;047;220;250;Nexoria1296;x
1297;048;250;250;Nexoria1297;x
1298;049;200;200;Nexoria1298;x
1299;050;200;250;Nexoria1299;x
1300;051;220;250;Nexoria1300;x
1301;052;250;250;Nexoria1301;x
1302;053;200;200;Nexoria1302;x
1303;054;200;250;Nexoria1303;x
1304;055;220;250;Nexoria1304;x
1305;056;250;250;Nexoria1305;x
1306;181;048;132;Nexoria1306;x
1307;058;200;250;Nexoria1307;x
1308;059;220;250;Nexoria1308;x
1309;060;250;250;Nexoria1309;x
1310;061;200;200;Nexoria1310;x
1311;062;200;250;Nexoria1311;x
1312;063;220;250;Nexoria1312;x
1313;064;250;250;Nexoria1313;x
1314;065;200;200;Nexoria1314;x
1315;066;200;250;Nexoria1315;x
1316;067;220;250;Nexoria1316;x
1317;068;250;250;Nexoria1317;x
1318;209;246;004;Nexoria1318;x
1319;070;200;250;Nexoria1319;x
1320;071;220;250;Nexoria1320;x
1321;072;250;250;Nexoria1321;x
1322;073;200;200;Nexoria1322;x
1323;074;200;250;Nexoria1323;x
1324;075;220;250;Nexoria1324;x
1325;076;250;250;Nexoria1325;x
1326;077;200;200;Nexoria1326;x
1327;078;200;250;Nexoria1327;x
1328;079;220;250;Nexoria1328;x
1329;080;250;250;Nexoria1329;x
1330;081;200;200;Nexoria1330;x
1331;082;200;250;Nexoria1331;x
1332;083;220;250;Nexoria1332;x
1333;084;250;250;Nexoria1333;x
1334;085;200;200;Nexoria1334;x
1335;086;200;250;Nexoria1335;x
1336;087;220;250;Nexoria1336;x
1337;088;250;250;Nexoria1337;x
1338;089;200;200;Nexoria1338;x
1339;090;200;250;Nexoria1339;x
1340;091;220;250;Nexoria1340;x
1341;092;250;250;Nexoria1341;x
1342;093;200;200;Nexoria1342;x
1343;094;200;250;Nexoria1343;x
1344;095;220;250;Nexoria1344;x
1345;096;250;250;Nexoria1345;x
1346;097;200;200;Nexoria1346;x
1347;098;200;250;Nexoria1347;x
1348;099;220;250;Nexoria1348;x
1349;100;250;250;Nexoria1349;x
1350;101;200;200;Nexoria1350;x
1351;102;200;250;Nexoria1351;x
1352;103;220;250;Nexoria1352;x
1353;104;250;250;Nexoria1353;x
1354;105;200;200;Nexoria1354;x
1355;106;200;250;Nexoria1355;x
1356;107;220;250;Nexoria1356;x
1357;108;250;250;Nexoria1357;x
1358;109;200;200;Nexoria1358;x
1359;110;200;250;Nexoria1359;x
1360;111;220;250;Nexoria1360;x
1361;112;250;250;Nexoria1361;x
1362;113;200;200;Nexoria1362;x
1363;114;200;250;Nexoria1363;x
1364;115;220;250;Nexoria1364;x
1365;116;250;250;Nexoria1365;x
1366;117;200;200;Nexoria1366;x
1367;118;200;250;Nexoria1367;x
1368;119;220;250;Nexoria1368;x
1369;120;250;250;Nexoria1369;x
1370;121;200;200;Nexoria1370;x
1371;122;200;250;Nexoria1371;x
1372;123;220;250;Nexoria1372;x
1373;124;250;250;Nexoria1373;x
1374;125;200;200;Nexoria1374;x
1375;126;200;250;Nexoria1375;x
1376;127;220;250;Nexoria1376;x
1377;000;251;251;Nexoria1377;x
1378;001;201;201;Nexoria1378;x
1379;002;201;251;Nexoria1379;x
1380;003;221;251;Nexoria1380;x
1381;004;251;251;Nexoria1381;x
1382;005;201;201;Nexoria1382;x
1383;006;201;251;Nexoria1383;x
1384;007;221;251;Nexoria1384;x
1385;008;251;251;Nexoria1385;x
1386;009;201;201;Nexoria1386;x
1387;010;201;251;Nexoria1387;x
1388;011;221;251;Nexoria1388;x
1389;012;251;251;Nexoria1389;x
1390;013;201;201;Nexoria1390;x
1391;014;201;251;Nexoria1391;x
1392;015;221;251;Nexoria1392;x
1393;016;251;251;Nexoria1393;x
1394;017;201;201;Nexoria1394;x
1395;018;201;251;Nexoria1395;x
1396;019;221;251;Nexoria1396;x
1397;020;251;251;Nexoria1397;x
1398;021;201;201;Nexoria1398;x
1399;022;201;251;Nexoria1399;x
1400;023;221;251;Nexoria1400;x
1401;024;251;251;Nexoria1401;x
1402;025;201;201;Nexoria1402;x
1403;026;201;251;Nexoria1403;x
1404;027;221;251;Nexoria1404;x
1405;028;251;251;Nexoria1405;x
1406;029;201;201;Nexoria1406;x
1407;030;201;251;Nexoria1407;x
1408;031;221;251;Nexoria1408;x
1409;032;251;251;Nexoria1409;x
1410;033;201;201;Nexoria1410;x
1411;034;201;251;Nexoria1411;x
1412;035;221;251;Nexoria1412;x
1413;036;251;251;Nexoria1413;x
1414;037;201;201;Nexoria1414;x
1415;038;201;251;Nexoria1415;x
1416;039;221;251;Nexoria1416;x
1417;040;251;251;Nexoria1417;x
1418;041;201;201;Nexoria1418;x
1419;042;201;251;Nexoria1419;x
1420;043;221;251;Nexoria1420;x
1421;044;251;251;Nexoria1421;x
1422;045;201;201;Nexoria1422;x
1423;046;201;251;Nexoria1423;x
1424;047;221;251;Nexoria1424;x
1425;048;251;251;Nexoria1425;x
1426;049;201;201;Nexoria1426;x
1427;050;201;251;Nexoria1427;x
1428;051;221;251;Nexoria1428;x
1429;052;251;251;Nexoria1429;x
1430;053;201;201;Nexoria1430;x
1431;054;201;251;Nexoria1431;x
1432;055;221;251;Nexoria1432;x
1433;056;251;251;Nexoria1433;x
1434;057;201;201;Nexoria1434;x
1435;058;201;251;Nexoria1435;x
1436;059;221;251;Nexoria1436;x
1437;060;251;251;Nexoria1437;x
1438;061;201;201;Nexoria1438;x
1439;062;201;251;Nexoria1439;x
1440;063;221;251;Nexoria1440;x
1441;064;251;251;Nexoria1441;x
1442;065;201;201;Nexoria1442;x
1443;066;201;251;Nexoria1443;x
1444;067;221;251;Nexoria1444;x
1445;068;251;251;Nexoria1445;x
1446;069;201;201;Nexoria1446;x
1447;070;201;251;Nexoria1447;x
1448;071;221;251;Nexoria1448;x
1449;072;251;251;Nexoria1449;x
1450;073;201;201;Nexoria1450;x
1451;074;201;251;Nexoria1451;x
1452;075;221;251;Nexoria1452;x
1453;076;251;251;Nexoria1453;x
1454;077;201;201;Nexoria1454;x
1455;078;201;251;Nexoria1455;x
1456;079;221;251;Nexoria1456;x
1457;080;251;251;Nexoria1457;x
1458;081;201;201;Nexoria1458;x
1459;082;201;251;Nexoria1459;x
1460;083;221;251;Nexoria1460;x
1461;084;251;251;Nexoria1461;x
1462;085;201;201;Nexoria1462;x
1463;086;201;251;Nexoria1463;x
1464;087;221;251;Nexoria1464;x
1465;088;251;251;Nexoria1465;x
1466;089;201;201;Nexoria1466;x
1467;090;201;251;Nexoria1467;x
1468;091;221;251;Nexoria1468;x
1469;092;251;251;Nexoria1469;x
1470;093;201;201;Nexoria1470;x
1471;094;201;251;Nexoria1471;x
1472;095;221;251;Nexoria1472;x
1473;096;251;251;Nexoria1473;x
1474;097;201;201;Nexoria1474;x
1475;098;201;251;Nexoria1475;x
1476;099;221;251;Nexoria1476;x
1477;100;251;251;Nexoria1477;x
1478;101;201;201;Nexoria1478;x
1479;102;201;251;Nexoria1479;x
1480;103;221;251;Nexoria1480;x
1481;104;251;251;Nexoria1481;x
1482;105;201;201;Nexoria1482;x
1483;106;201;251;Nexoria1483;x
1484;107;221;251;Nexoria1484;x
1485;108;251;251;Nexoria1485;x
1486;109;201;201;Nexoria1486;x
1487;110;201;251;Nexoria1487;x
